Date,Volume,成交金額,Open,High,Low,Close,漲跌價差,成交筆數
2018-06-06,8336562,"630,702,604",75.4,76.0,74.6,75.9,0.9,"4,224"
2018-06-07,10092667,"762,380,390",76.0,76.1,75.3,75.5,-0.4,"5,186"
2018-06-08,6467673,"485,465,675",75.5,75.5,74.8,75.0,-0.5,"3,130"
2018-06-11,7460982,"553,556,168",74.9,74.9,73.8,74.0,-1.0,"4,234"
2018-06-12,12002171,"888,897,404",73.2,74.8,73.2,74.5,0.5,"4,627"
2018-06-13,6848338,"505,259,277",74.0,74.0,73.6,73.7,-0.8,"3,632"
2018-06-14,9964250,"726,865,005",73.0,73.4,72.5,72.5,-1.2,"4,277"
2018-06-15,14602344,"1,079,080,356",72.2,74.2,72.2,74.2,1.7,"4,087"
2018-06-19,15467126,"1,141,593,134",72.5,75.0,72.3,74.3,0.1,"7,432"
2018-06-20,14492905,"1,093,584,608",75.0,76.2,74.4,75.9,1.6,"6,033"
2018-06-21,10409212,"799,515,243",76.8,77.7,76.0,77.0,1.1,"5,825"
2018-06-22,9875211,"753,605,233",76.5,77.0,75.8,76.7,-0.3,"4,021"
2018-06-25,6610466,"507,064,231",76.6,77.1,76.1,76.7,0.0,"2,990"
2018-06-26,6541868,"503,485,049",76.8,77.4,76.7,76.8,0.1,"2,995"
2018-06-27,8390448,"647,925,909",76.8,77.9,76.2,77.5,0.7,"4,613"
2018-06-28,13091649,"990,256,775",77.0,77.4,75.0,75.0,-2.5,"5,909"
