Date,Volume,成交金額,Open,High,Low,Close,漲跌價差,成交筆數,min,max,RSV,K,D,Ma_5,Ma_10,Ma_20,Ma_60,Ma_120
2019-08-07,9499289,"728,622,265",76.0,77.3,75.8,76.7,+0.10,"4,821",75.2,82.3,0.21126760563380298,0.19581385551586591,0.20684468167837936,76.84,78.9,80.37999999999998,80.77999999999999,77.22333333333333
2019-08-08,7678925,"598,444,691",77.0,78.6,76.8,78.2,+1.50,"3,728",75.2,81.1,0.5084745762711872,0.3000340957676396,0.23790781970813277,77.06000000000002,78.48,80.13999999999999,80.78833333333333,77.26916666666666
2019-08-12,8048292,"634,880,172",79.5,79.5,78.0,78.3,+0.10,"3,704",75.2,81.0,0.534482758620689,0.3781836500519894,0.2846664298227516,77.36000000000001,78.18,79.95499999999998,80.81333333333332,77.31333333333332
2019-08-13,7730126,"602,644,928",77.4,78.5,77.4,78.0,-0.30,"3,858",75.2,81.0,0.4827586206896549,0.41304197359787787,0.3274582777477937,77.56000000000002,77.95000000000002,79.73499999999999,80.79999999999998,77.35749999999999
2019-08-14,8245252,"640,667,456",78.0,78.1,77.5,77.7,-0.30,"3,522",75.2,79.5,0.5813953488372097,0.4691597653443218,0.37469210694663635,77.78000000000002,77.72000000000001,79.50999999999998,80.76166666666664,77.39333333333333
2019-08-15,7102959,"543,739,427",76.3,76.8,76.2,76.5,-1.20,"3,446",75.2,79.5,0.3023255813953484,0.413548370694664,0.38764419486264556,77.74000000000002,77.29000000000002,79.22499999999998,80.67999999999999,77.41749999999999
2019-08-16,10758355,"830,399,041",76.1,77.9,76.1,77.5,+1.00,"3,787",75.2,79.5,0.5348837209302323,0.45399348743985335,0.4097606257217148,77.60000000000002,77.33000000000001,79.03999999999998,80.64666666666666,77.45166666666665
2019-08-19,6847846,"530,636,342",78.4,78.4,77.0,77.0,-0.50,"3,303",75.2,79.5,0.41860465116279033,0.4421972086808323,0.4205728200414206,77.34000000000002,77.35000000000002,78.79999999999998,80.59666666666665,77.47499999999998
2019-08-20,5897412,"456,114,722",77.0,78.0,76.8,77.8,+0.80,"2,584",75.8,79.5,0.5405405405405401,0.47497831930073486,0.438707986461192,77.30000000000003,77.43000000000002,78.60999999999999,80.55999999999999,77.4983333333333
2019-08-21,7179841,"552,907,477",77.1,77.4,76.8,77.0,-0.80,"3,075",76.1,79.5,0.2647058823529424,0.404887506984804,0.427434493302396,77.16000000000003,77.47000000000001,78.41499999999998,80.49499999999999,77.51999999999998
2019-08-22,13531960,"1,028,827,788",76.5,76.8,75.6,75.9,-1.10,"5,255",75.6,79.5,0.07692307692307973,0.29556603029756257,0.38347833896745154,77.04000000000003,77.39000000000001,78.14499999999998,80.40333333333334,77.53166666666665
2019-08-23,6520343,"495,160,029",75.3,76.5,75.3,76.5,+0.60,"3,160",75.3,78.5,0.37500000000000056,0.3220440201983752,0.3630002327110927,76.84000000000003,77.22,77.84999999999998,80.32833333333333,77.54416666666664
2019-08-26,7087639,"534,978,364",75.5,76.3,75.0,75.8,-0.70,"3,392",75.0,78.4,0.2352941176470576,0.29312738601460264,0.3397092838122627,76.60000000000004,76.97,77.57499999999997,80.25666666666666,77.57166666666664
2019-08-27,13081645,"982,477,616",75.6,75.8,75.0,75.0,-0.80,"2,826",75.0,78.4,0.0,0.19541825734306842,0.29161227498919795,76.04000000000003,76.67,77.30999999999997,80.15166666666666,77.59166666666664
2019-08-28,4942644,"371,933,668",75.4,75.6,75.0,75.2,+0.20,"2,456",75.0,78.4,0.05882352941176544,0.14988668136596742,0.2443704104481211,75.68000000000004,76.42,77.06999999999998,80.05666666666666,77.60749999999999
2019-08-29,6583563,"497,016,601",75.1,76.2,74.7,76.2,+1.00,"3,044",74.7,78.4,0.4054054054054051,0.2350595893791133,0.2412668034251185,75.74000000000004,76.39000000000001,76.83999999999999,79.97833333333332,77.63333333333331
2019-08-30,9382702,"715,298,452",76.2,76.6,75.6,76.6,+0.40,"3,656",74.7,78.0,0.5757575757575737,0.34862558483860007,0.27705306389627904,75.76000000000003,76.30000000000001,76.81499999999998,79.89666666666668,77.67416666666665
2019-09-02,1902574,"145,665,656",76.5,76.8,76.1,76.7,0.1,"1,247",74.7,77.4,0.7407407407407399,0.47933063680598,0.344478921532846,75.94000000000003,76.27000000000001,76.80999999999999,79.82166666666667,77.70916666666666
2019-09-03,5934321,"453,311,576",77.0,77.0,75.8,75.8,-0.9,"2,277",74.7,77.0,0.4782608695652155,0.47897404772572516,0.3893106302638057,76.10000000000004,76.07000000000002,76.74999999999999,79.71833333333333,77.73666666666665
2019-09-04,5937179,"455,126,283",76.5,76.9,76.1,76.6,0.8,"3,078",74.7,77.0,0.8260869565217365,0.5946783506577289,0.45776653706178005,76.38000000000002,76.03000000000002,76.74999999999999,79.65166666666667,77.77583333333332
2019-09-05,10887748,"843,818,149",77.3,78.1,76.9,77.5,0.9,"4,946",74.7,78.1,0.8235294117647071,0.6709620376933882,0.5288317039389827,76.64000000000003,76.19000000000003,76.78999999999999,79.605,77.81916666666666
2019-09-06,7570057,"585,866,371",77.1,77.7,77.0,77.1,-0.4,"2,905",74.7,78.1,0.7058823529411757,0.6826021427759841,0.5800885168846498,76.74000000000004,76.25000000000003,76.73499999999999,79.52666666666667,77.85083333333334
2019-09-09,4163519,"323,038,690",77.2,77.8,77.2,77.8,0.7,"2,433",74.7,78.1,0.9117647058823536,0.7589896638114406,0.6397222325269134,76.96000000000004,76.45000000000002,76.70999999999998,79.48,77.88583333333332
2019-09-10,6276752,"485,250,157",77.8,77.9,77.0,77.0,-0.8,"2,679",74.7,78.1,0.6764705882352949,0.7314833052860588,0.6703092567799618,77.20000000000003,76.65000000000002,76.65999999999998,79.43166666666667,77.91499999999999
2019-09-11,6518818,"501,264,086",77.7,77.7,76.3,76.8,-0.2,"2,922",75.6,78.1,0.48000000000000115,0.6476555368573729,0.6627580168057654,77.24000000000004,76.81000000000002,76.61499999999998,79.37166666666668,77.94166666666665
2019-09-12,5844661,"451,854,409",77.6,77.7,76.6,77.5,0.7,"2,517",75.8,78.1,0.7391304347826109,0.6781471694991188,0.6678877343702165,77.24000000000004,76.94000000000001,76.66499999999998,79.31000000000002,77.97499999999998
2019-09-16,7101767,"552,750,842",77.2,78.0,77.1,78.0,0.5,"3,665",75.8,78.1,0.9565217391304373,0.7709386927095583,0.7022380538166637,77.42000000000003,77.08000000000001,76.68999999999997,79.24666666666668,78.00916666666666
2019-09-17,12309244,"948,717,340",78.0,78.0,76.8,76.9,-1.1,"3,115",76.1,78.1,0.4000000000000057,0.647292461806374,0.6839228564799005,77.24000000000002,77.1,76.68499999999997,79.15666666666668,78.03166666666665
2019-09-18,7949048,"613,667,374",77.0,77.6,76.9,77.0,0.1,"3,294",76.3,78.1,0.38888888888889106,0.5611579375005463,0.6430012168201158,77.24000000000002,77.22,76.64499999999998,79.07000000000001,78.04999999999998
2019-09-19,6760260,"519,525,209",77.0,77.3,76.6,76.6,-0.4,"2,171",76.3,78.0,0.17647058823529216,0.43292882107879493,0.5729770849063421,77.20000000000002,77.22,76.62499999999997,78.98000000000002,78.06583333333332
2019-09-20,12158403,"944,466,005",76.6,78.0,76.5,78.0,1.4,"2,111",76.3,78.0,1.0,0.6219525473858633,0.5893022390661824,77.30000000000001,77.27000000000001,76.72999999999998,78.92333333333336,78.09416666666665
2019-09-23,6191569,"476,923,407",77.2,77.5,76.8,77.0,-1.0,"2,289",76.3,78.0,0.4117647058823539,0.5518899335513601,0.5768314705612416,77.10000000000001,77.26,76.75499999999997,78.84000000000002,78.11249999999998
2019-09-24,7802920,"596,828,644",76.8,76.8,76.2,76.5,-0.5,"2,844",76.2,78.0,0.16666666666666535,0.4234821779231285,0.5257150396818705,77.02000000000001,77.13000000000001,76.78999999999998,78.7366666666667,78.12499999999999
2019-09-25,12339180,"940,507,473",76.1,76.4,76.1,76.1,-0.4,"2,351",76.1,78.0,0.0,0.2823214519487523,0.44458384377083104,76.84,77.04,76.84499999999997,78.6466666666667,78.13333333333331
2019-09-26,9324015,"708,547,164",76.0,76.5,75.8,75.8,-0.3,"3,354",75.8,78.0,0.0,0.1882143012991682,0.35912732961361005,76.68000000000002,76.94000000000001,76.87499999999997,78.55500000000004,78.13999999999997
2019-09-27,6433888,"484,598,462",75.7,76.1,74.8,74.8,-1.0,"2,691",74.8,78.0,0.0,0.1254762008661121,0.2812436200311107,76.04000000000002,76.67,76.80499999999996,78.44166666666669,78.1458333333333
2019-10-01,18592596,"1,374,362,004",74.8,75.0,73.2,73.2,-1.6,"8,254",73.2,78.0,0.0,0.08365080057740806,0.21537934687987648,75.28000000000002,76.19000000000001,76.63499999999996,78.30333333333336,78.13999999999997
2019-10-02,11793083,"867,691,792",73.3,74.3,73.1,73.4,0.2,"4,039",73.1,78.0,0.061224489795920614,0.07617536365024558,0.16897801913666619,74.66000000000001,75.84,76.46999999999997,78.16000000000003,78.13916666666664
2019-10-03,7513787,"548,524,575",72.3,73.8,71.6,73.2,-0.2,"3,449",71.6,78.0,0.2500000000000011,0.13411690910016408,0.1573576491244988,74.08000000000001,75.46000000000001,76.33999999999997,78.01666666666668,78.14583333333331
2019-10-04,3936073,"288,819,174",72.9,73.6,72.9,73.6,0.4,"1,741",71.6,77.5,0.3389830508474573,0.20240562301592846,0.172373640421642,73.64000000000001,75.16000000000001,76.18999999999997,77.8616666666667,78.14666666666666
2019-10-07,5405677,"395,742,517",73.0,73.5,72.7,73.5,-0.1,"2,082",71.6,76.8,0.36538461538461625,0.2567319538054911,0.20049307821625834,73.38000000000002,74.71000000000001,75.98999999999998,77.72000000000003,78.14583333333331
2019-10-08,8972747,"654,953,999",72.8,73.3,72.7,73.0,-0.5,"2,699",71.6,76.5,0.28571428571428653,0.2663927311084229,0.22245962918031315,73.34000000000002,74.31000000000002,75.78499999999998,77.55333333333336,78.14083333333332
2019-10-09,7935841,"574,249,202",72.6,72.7,72.0,72.0,-1.0,"3,769",71.6,76.5,0.08163265306122555,0.20480603842602377,0.21657509892888333,73.06000000000002,73.86000000000001,75.49499999999998,77.3866666666667,78.13416666666666
2019-10-14,16057557,"1,152,408,204",72.0,72.4,71.4,71.6,-0.4,"5,863",71.4,76.1,0.042553191489359384,0.15072175611380229,0.1946239846571896,72.74000000000002,73.41000000000001,75.22499999999998,77.2066666666667,78.13833333333332
2019-10-15,8715774,"629,765,533",72.0,72.8,71.8,72.4,0.8,"3,290",71.4,75.0,0.27777777777777823,0.1930737633351276,0.19410724421650227,72.50000000000003,73.07000000000002,75.00499999999998,77.04333333333336,78.14499999999998
2019-10-16,11702477,"843,715,700",72.4,72.6,71.6,72.4,0.0,"4,334",71.4,74.3,0.3448275862068976,0.2436583709590509,0.21062428646401848,72.28000000000002,72.83000000000001,74.74999999999999,76.88000000000004,78.15083333333331
2019-10-17,6760418,"487,496,234",72.4,72.5,72.0,72.3,-0.1,"3,746",71.4,73.8,0.3749999999999978,0.2874389139726998,0.2362291623002456,72.14000000000001,72.74000000000001,74.46499999999999,76.73166666666671,78.1533333333333
2019-10-18,27578556,"2,002,992,972",72.6,73.0,71.6,73.0,0.7,"4,811",71.4,73.6,0.7272727272727284,0.4340501850727093,0.30216950322440017,72.34000000000002,72.70000000000002,74.26999999999998,76.58500000000004,78.16166666666663
2019-10-21,10171237,"747,339,638",72.9,74.0,72.7,73.6,0.6,"3,342",71.4,74.0,0.8461538461538436,0.571418072099754,0.39191902618285146,72.74000000000001,72.74000000000001,74.09999999999998,76.4516666666667,78.17999999999998
2019-10-22,11934873,"883,739,378",74.0,74.3,73.5,74.2,0.6,"3,923",71.4,74.3,0.9655172413793122,0.7027844618596067,0.4955408380751032,73.1,72.80000000000001,73.97999999999999,76.34000000000005,78.19833333333331
2019-10-23,8766695,"645,074,522",74.0,74.3,72.8,72.8,-1.4,"3,973",71.4,74.3,0.48275862068965364,0.6294425148029557,0.5401747303177207,73.17999999999999,72.73,73.71999999999998,76.19833333333337,78.19833333333331
2019-10-24,16528425,"1,224,358,048",73.5,74.3,73.1,74.2,1.4,"3,554",71.4,74.3,0.9655172413793122,0.7414674236617411,0.6072722947657274,73.55999999999999,72.85000000000001,73.57999999999998,76.06166666666671,78.20499999999998
2019-10-25,7993251,"593,178,324",74.5,74.9,74.0,74.1,-0.1,"2,792",71.6,74.9,0.757575757575755,0.7468368682997457,0.6537938192770668,73.78,73.06000000000002,73.45999999999998,75.9416666666667,78.20833333333331
2019-10-28,8699320,"652,369,600",74.8,75.2,74.6,75.2,1.1,"4,155",71.6,75.2,1.0,0.8312245788664971,0.7129374058068769,74.1,73.42000000000002,73.41499999999999,75.85666666666671,78.22
2019-10-29,11589519,"875,929,983",75.6,75.9,74.9,75.8,0.6,"3,749",71.6,75.9,0.9767441860465097,0.879731114593168,0.7685353087356406,74.42,73.76000000000002,73.41499999999999,75.7866666666667,78.24249999999999
2019-10-30,9534988,"722,926,559",75.9,76.1,75.3,75.7,-0.1,"3,680",71.6,76.1,0.911111111111113,0.8901911134324829,0.809087243634588,75.0,74.09000000000002,73.46,75.7016666666667,78.25666666666666
2019-10-31,8917622,"672,351,954",76.4,76.4,74.9,75.2,-0.5,"3,148",72.7,76.4,0.6756756756756751,0.8186859675135469,0.8122868182609075,75.2,74.38000000000002,73.55999999999999,75.67000000000003,78.24666666666667
2019-11-01,10856043,"805,999,332",74.6,74.8,73.8,74.2,-1.0,"3,814",72.8,76.4,0.38888888888888956,0.6754202746386612,0.7666646370534921,75.22,74.50000000000003,73.6,75.6266666666667,78.2275
2019-11-04,8626778,"654,718,600",75.0,76.4,74.7,76.4,2.2,"3,827",72.8,76.4,1.0,0.783613516425774,0.7723142635109194,75.46000000000001,74.78000000000003,73.75999999999999,75.61666666666669,78.22000000000001
2019-11-05,6205282,"470,308,432",76.5,76.9,75.3,76.0,-0.4,"2,720",73.1,76.9,0.7631578947368414,0.7767949758627963,0.7738078342948782,75.5,74.96000000000002,73.88,75.60666666666667,78.20583333333335
2019-11-06,10070803,"755,389,984",76.3,76.3,74.7,74.7,-1.3,"4,494",73.8,76.9,0.2903225806451623,0.6146375107902516,0.720751059793336,75.3,75.15000000000003,73.94,75.57333333333334,78.17666666666668
2019-11-07,7294867,"541,919,555",74.7,75.1,74.0,74.4,-0.3,"3,652",73.8,76.9,0.1935483870967764,0.4742744695590932,0.6385921963819217,75.14,75.17000000000003,74.01,75.51,78.14916666666666
2019-11-08,11967967,"878,216,336",74.4,74.4,73.0,73.0,-1.4,"5,941",73.0,76.9,0.0,0.31618297970606213,0.5311224574899684,74.9,75.06000000000003,74.06,75.42166666666667,78.1175
2019-11-11,8296803,"606,839,410",73.1,73.6,72.9,73.2,0.2,"3,159",72.9,76.9,0.07499999999999929,0.23578865313737452,0.4326778560391038,74.25999999999999,74.86000000000003,74.14000000000001,75.34166666666667,78.07083333333335
2019-11-12,6034595,"443,431,306",73.8,73.9,73.0,73.4,0.2,"3,487",72.9,76.9,0.125,0.198859102091583,0.3547382713899302,73.73999999999998,74.62000000000003,74.19000000000001,75.27,78.01583333333335
2019-11-13,7340468,"535,625,614",72.9,73.4,72.8,73.0,-0.4,"3,771",72.8,76.9,0.04878048780487864,0.1488328973293482,0.2861031467030695,73.39999999999999,74.35000000000002,74.22,75.21166666666666,77.94583333333335
2019-11-14,8067981,"586,639,993",72.7,73.0,72.6,72.6,-0.4,"3,264",72.6,76.9,0.0,0.0992219315528988,0.22380940831967927,73.03999999999999,74.09000000000002,74.235,75.13000000000001,77.88833333333335
2019-11-15,9207226,"670,620,891",73.4,73.4,72.5,73.0,0.4,"4,413",72.5,76.9,0.1136363636363635,0.10402674224738702,0.18388185296224852,73.03999999999999,73.97000000000001,74.235,75.06333333333333,77.83000000000001
2019-11-18,7398940,"544,736,017",73.0,74.0,72.9,73.9,0.9,"3,456",72.5,76.3,0.3684210526315807,0.19215817904211824,0.18664062832220507,73.17999999999998,73.72000000000001,74.25000000000001,74.99833333333332,77.77916666666668
2019-11-19,7170374,"528,492,426",73.2,74.1,73.0,74.0,0.1,"3,011",72.5,75.1,0.5769230769230782,0.3204131450024382,0.2312314672156161,73.29999999999998,73.52000000000001,74.24000000000001,74.94833333333332,77.72166666666668
2019-11-20,7121516,"528,317,906",74.0,74.4,73.8,74.3,0.3,"4,092",72.5,74.4,0.9473684210526272,0.5293982370191679,0.3306203904834667,73.55999999999997,73.48,74.31500000000001,74.92166666666667,77.66250000000001
2019-11-21,15460444,"1,128,138,271",73.0,73.4,72.3,73.0,-1.3,"5,062",72.3,74.4,0.3333333333333333,0.46404326912388966,0.37509468336360763,73.63999999999999,73.34,74.25500000000001,74.86333333333333,77.59583333333335
2019-11-22,8680339,"634,902,152",73.2,73.4,72.6,73.4,0.4,"3,100",72.3,74.4,0.5238095238095257,0.4839653540191017,0.41138490691543894,73.71999999999998,73.38000000000001,74.22000000000001,74.82333333333332,77.54
2019-11-25,7759609,"573,982,666",73.6,74.2,73.4,74.0,0.6,"3,099",72.3,74.4,0.8095238095238075,0.592484839187337,0.4717515510060716,73.73999999999998,73.46000000000001,74.16000000000001,74.80666666666666,77.47916666666669
2019-11-26,28466574,"2,069,834,530",73.5,73.6,72.4,72.4,-1.6,"5,399",72.3,74.4,0.04761904761905149,0.4108629086645751,0.4514553368922394,73.41999999999999,73.36,73.99000000000002,74.75999999999999,77.40833333333335
2019-11-27,6935774,"505,145,591",72.7,73.1,72.6,72.8,0.4,"3,382",72.3,74.4,0.23809523809523714,0.3532736851414624,0.41872811964198037,73.11999999999998,73.34,73.84500000000001,74.70333333333333,77.34083333333335
2019-11-28,4877595,"356,422,735",72.8,73.3,72.8,72.9,0.1,"2,513",72.3,74.4,0.28571428571428864,0.33075388533240446,0.38940337487212173,73.09999999999998,73.36999999999999,73.73000000000002,74.64166666666665,77.26916666666668
2019-11-29,8233532,"598,171,756",72.9,73.1,72.4,72.5,-0.4,"3,016",72.3,74.4,0.0952380952380962,0.25224862196763503,0.34368512390395944,72.91999999999999,73.32,73.64500000000001,74.57166666666666,77.19666666666667
2019-12-02,11258076,"816,480,587",72.6,72.7,72.4,72.6,0.1,"2,870",72.3,74.4,0.14285714285714093,0.21578479559747032,0.3010516811351297,72.63999999999999,73.19,73.45500000000001,74.51833333333333,77.11833333333334
2019-12-03,3054872,"221,709,755",72.5,72.7,72.4,72.5,-0.1,"1,359",72.3,74.2,0.10526315789473803,0.17894424969655953,0.2603492039889396,72.66,73.03999999999999,73.28,74.44999999999999,77.05083333333333
2019-12-04,6717825,"485,251,425",72.4,72.5,72.1,72.2,-0.3,"3,415",72.1,74.2,0.04761904761905149,0.13516918233739017,0.2186225301050898,72.53999999999999,72.83000000000001,73.155,74.36166666666665,76.98333333333335
2019-12-05,12635598,"908,741,957",72.2,72.4,71.7,71.8,-0.4,"5,923",71.7,74.2,0.039999999999997725,0.10344612155825934,0.18023039392281298,72.31999999999998,72.71000000000001,73.025,74.27333333333331,76.90000000000002
2019-12-06,7244735,"526,195,055",72.0,72.8,72.0,72.7,0.9,"2,292",71.7,73.6,0.5263157894736866,0.24440267753006842,0.20162115512523143,72.35999999999999,72.64000000000001,73.01,74.1883333333333,76.83416666666669
2019-12-09,3698011,"268,637,682",72.7,72.9,72.4,72.4,-0.3,"2,001",71.7,73.3,0.43750000000000333,0.30876845168671335,0.2373369206457254,72.31999999999998,72.48,72.97,74.11166666666664,76.77166666666669
2019-12-10,8717095,"626,985,032",72.0,72.3,71.8,71.8,-0.6,"5,312",71.7,73.3,0.06249999999999667,0.22667896779114113,0.2337842696941973,72.17999999999998,72.42,72.89,74.0283333333333,76.70000000000002
2019-12-11,6208906,"450,176,390",71.9,72.8,71.9,72.8,1.0,"3,071",71.7,73.1,0.7857142857142865,0.41302407376552286,0.2935308710513058,72.29999999999998,72.42,72.88,73.94999999999997,76.63000000000001
2019-12-12,9256114,"673,823,052",72.8,73.2,72.5,72.5,-0.3,"4,629",71.7,73.2,0.5333333333333314,0.4531271602881257,0.34672963413024577,72.43999999999998,72.38000000000001,72.875,73.8583333333333,76.55250000000001
2019-12-13,10904520,"794,700,820",72.6,73.2,72.5,72.5,0.0,"3,795",71.7,73.2,0.5333333333333314,0.4798625513031943,0.39110727318789523,72.39999999999999,72.38000000000001,72.85,73.78499999999998,76.47083333333335
2019-12-16,9293850,"674,920,954",72.8,73.0,72.3,72.3,-0.2,"3,296",71.7,73.2,0.3999999999999962,0.4532417008687949,0.4118187490815284,72.38,72.35,72.77,73.70666666666665,76.38833333333334
2019-12-17,10395836,"754,287,236",72.3,72.8,72.2,72.6,0.3,"3,726",71.7,73.2,0.5999999999999943,0.502161133912528,0.44193287735852826,72.53999999999999,72.36,72.69999999999999,73.63999999999997,76.31
2019-12-18,8924028,"653,158,130",72.6,73.5,72.6,73.5,0.9,"3,340",71.8,73.5,1.0,0.668107422608352,0.5173243924418028,72.67999999999999,72.49,72.66,73.56499999999998,76.24416666666667
2019-12-19,8520169,"625,996,962",73.5,73.7,73.2,73.5,0.0,"3,083",71.8,73.7,0.8947368421052619,0.7436505624406553,0.592766449108087,72.88,72.66,72.68499999999999,73.50666666666665,76.17333333333335
2019-12-20,10891657,"805,325,218",73.5,74.1,73.4,74.1,0.6,"3,446",71.8,74.1,1.0,0.8291003749604369,0.6715444243922035,73.2,72.8,72.71999999999998,73.46666666666665,76.10166666666667
2019-12-23,6252183,"465,860,333",74.1,74.9,74.1,74.9,0.8,"3,311",71.9,74.9,1.0,0.8860669166402912,0.7430519218082328,73.72,73.05,72.76499999999999,73.44666666666664,76.04666666666667
2019-12-24,3440387,"257,273,737",74.6,75.0,74.5,74.6,-0.3,"1,933",72.2,75.0,0.857142857142855,0.8764255634744791,0.7875098023636482,74.11999999999998,73.33000000000001,72.87499999999997,73.42666666666665,75.99083333333334
2019-12-25,1968422,"147,172,135",74.6,74.9,74.5,74.8,0.2,"1,146",72.2,75.0,0.9285714285714275,0.8938075185067951,0.8229423744113638,74.37999999999998,73.53,72.97499999999998,73.42666666666665,75.93416666666667
2019-12-26,2095671,"155,891,369",74.8,74.8,74.1,74.6,-0.2,"1,081",72.2,75.0,0.857142857142855,0.8815859647188149,0.8424902378471808,74.59999999999998,73.74000000000001,73.05999999999997,73.44999999999999,75.87666666666668
2019-12-27,4158934,"310,033,552",74.8,74.8,74.4,74.6,0.0,"2,002",72.2,75.0,0.857142857142855,0.8734382621934949,0.8528062459626187,74.69999999999997,73.95000000000002,73.16499999999996,73.47,75.81500000000001
2019-12-30,5201030,"387,524,616",74.5,74.6,74.3,74.6,0.0,"1,864",72.6,75.0,0.8333333333333314,0.8600699525734403,0.8552274814995592,74.63999999999999,74.18000000000002,73.26499999999996,73.49333333333334,75.75500000000002
2019-12-31,3719123,"276,275,997",74.0,74.6,74.0,74.2,-0.4,"2,101",73.2,75.0,0.5555555555555565,0.758565153567479,0.823006705522199,74.55999999999999,74.34000000000002,73.34999999999997,73.50333333333333,75.68250000000003
2020-01-02,4655355,"345,260,154",74.3,74.6,73.5,74.2,0.0,"3,446",73.4,75.0,0.5,0.6723767690449859,0.7727967266964613,74.43999999999998,74.41000000000003,73.44999999999996,73.515,75.61750000000004
2020-01-03,4106135,"306,475,860",74.3,74.8,74.3,74.8,0.6,"2,629",73.5,75.0,0.8666666666666648,0.7371400682522122,0.7609111738817116,74.47999999999999,74.54000000000002,73.59999999999997,73.545,75.5491666666667
2020-01-06,6241361,"461,167,935",74.4,74.4,73.6,73.9,-0.9,"2,831",73.5,75.0,0.26666666666667044,0.5803156010570316,0.7007126496068182,74.33999999999999,74.52000000000001,73.65999999999997,73.57666666666665,75.4816666666667
2020-01-07,6383030,"468,478,384",73.7,74.0,73.1,73.4,-0.5,"3,114",73.1,74.9,0.16666666666667193,0.4424326229269117,0.6146193073801827,74.09999999999998,74.37000000000002,73.70999999999997,73.60666666666664,75.4066666666667
2020-01-08,5159215,"375,610,895",73.4,73.4,72.6,72.6,-0.8,"2,859",72.6,74.8,0.0,0.29495508195127446,0.5080645655705466,73.77999999999999,74.17000000000002,73.74999999999997,73.60999999999999,75.32666666666668
2020-01-09,6308040,"462,169,838",72.7,73.8,72.6,73.4,0.8,"2,448",72.6,74.8,0.3636363636363683,0.3178488425129724,0.44465932455135515,73.61999999999999,74.03000000000002,73.77999999999997,73.62666666666665,75.25333333333334
2020-01-10,4231374,"312,761,876",73.3,74.4,73.3,74.0,0.6,"2,428",72.6,74.8,0.6363636363636381,0.4240204404631943,0.4377796965219682,73.46,73.97000000000001,73.85499999999998,73.65499999999999,75.19333333333334
2020-01-13,4507176,"335,654,393",74.1,74.8,74.1,74.6,0.6,"2,584",72.6,74.8,0.909090909090908,0.5857105966724322,0.4870899965721228,73.6,73.97000000000001,73.95999999999997,73.68166666666666,75.13333333333335
2020-01-14,7371510,"548,447,715",74.5,74.7,74.1,74.4,-0.2,"3,041",72.6,74.8,0.8181818181818223,0.6632010038422289,0.5457936656621581,73.8,73.95000000000002,74.06499999999997,73.69499999999998,75.07333333333334
2020-01-15,6292051,"468,583,774",74.4,74.6,74.1,74.6,0.2,"2,971",72.6,74.8,0.909090909090908,0.7451643055917886,0.6122505456387015,74.2,73.99000000000001,74.16499999999998,73.70166666666665,75.02083333333334
2020-01-16,9104708,"683,674,753",74.3,75.5,74.2,75.5,0.9,"4,678",72.6,75.5,1.0,0.8301095370611924,0.6848702094461985,74.62,74.12,74.26499999999997,73.74666666666666,74.97250000000003
2020-01-17,6843898,"517,200,062",75.7,75.8,75.3,75.7,0.2,"4,431",72.6,75.8,0.9687500000000018,0.876323024707462,0.7486878145332863,74.96000000000001,74.21000000000001,74.37499999999997,73.77166666666666,74.9166666666667
2020-01-20,5132787,"387,637,445",75.5,75.7,75.2,75.4,-0.3,"2,725",72.6,75.8,0.8750000000000028,0.8758820164716423,0.7910858818460715,75.12,74.36000000000001,74.43999999999998,73.79333333333331,74.86750000000004
2020-01-30,23689030,"1,735,472,383",75.4,75.4,71.8,72.0,-3.4,"9,450",71.8,75.8,0.05000000000000071,0.6005880109810952,0.7275865915577461,74.64000000000001,74.22000000000001,74.29499999999999,73.73999999999998,74.79833333333337
2020-01-31,11901409,"868,667,417",72.1,73.7,72.1,72.6,0.6,"5,326",71.8,75.8,0.1999999999999993,0.46705867398739653,0.6407439523676295,74.24000000000001,74.22000000000001,74.19499999999998,73.68666666666665,74.73666666666671
2020-02-03,7888011,"576,707,799",72.5,74.2,72.4,73.0,0.4,"3,577",71.8,75.8,0.3000000000000007,0.4113724493249312,0.5642867846867301,73.74000000000001,74.18000000000002,74.10499999999999,73.64166666666665,74.67166666666671
2020-02-04,9227245,"677,503,245",73.2,73.8,72.9,73.5,0.5,"2,789",71.8,75.8,0.4250000000000007,0.415914966216621,0.5148295118633603,73.30000000000001,74.13000000000002,74.04999999999998,73.61333333333332,74.64166666666671
2020-02-05,9696908,"712,178,769",73.5,73.7,72.8,73.7,0.2,"3,204",71.8,75.8,0.4750000000000014,0.43560997747774777,0.48842300040148945,72.96000000000001,74.04000000000002,74.005,73.60499999999999,74.61583333333338
2020-02-06,4854050,"358,030,884",73.8,74.0,73.5,74.0,0.3,"2,550",71.8,75.8,0.5500000000000007,0.4737399849851654,0.4835286619293814,73.36000000000001,74.00000000000003,73.975,73.565,74.59083333333339
2020-02-07,6078371,"447,482,656",73.2,74.1,73.1,73.6,-0.4,"3,175",71.8,75.8,0.4499999999999993,0.46582665665677664,0.47762799350517976,73.56000000000002,73.90000000000002,73.945,73.525,74.56583333333339
2020-02-10,8362865,"623,526,595",73.8,75.0,73.4,75.0,1.4,"3,430",71.8,75.7,0.82051282051282,0.5840553779421244,0.5131037883174946,73.96000000000001,73.85000000000002,73.98499999999999,73.53,74.55166666666672
